Id,SalePrice
1703,260352.44
1704,290064.83
1705,232189.11
1706,418410.95
1707,221018.58
1708,213966.79
1709,258711.55
1710,218602.61
1711,267931.64
1712,272075.16
1713,274549.89
1714,216170.37
1715,197589.01
1716,180910.71
1717,167672.17
1718,135244.86
1719,212392.84
1720,245444.16
1721,164744.89
1722,134116.35
1723,157122.35
1724,216646.98
1725,231116.97
1726,188841.48
1727,178927.32
1728,185857.81
1729,161910.61
1730,154025.19
1731,122771.95
1732,129155.54
1733,112398.37
1734,128710.19
1735,134123.63
1736,116582.58
1737,299146.98
1738,204080.3
1739,276682.54
1740,221350.78
1741,191223.74
1742,168281.05
1743,175330.95
1744,282611.47
1745,219862.5
1746,203881.67
1747,208682.64
1748,206013.83
1749,162056.4
1750,135629.44
1751,218575.81
1752,118609.15
1753,140366.27
1754,187106.83
1755,165057.3
1756,121071.72
1757,118196.75
1758,146879.08
1759,157346.21
1760,160584.56
1761,144457.46
1762,170910.47
1763,167167.29
1764,120586.9
1765,169609.06
1766,168886.75
1767,195182.03
1768,139974.57
1769,164525.05
1770,140808.9
1771,129399.51
1772,133092.93
1773,137241.79
1774,137965.09
1775,132831.27
1776,119720.96
1777,115835.55
1778,129617.06
1779,121827.33
1780,170251.81
1781,128751.65
1782,100697.57
1783,131701.91
1784,96786.67
1785,111706.3
1786,143023.14
1787,159081.14
1788,60388.48
1789,94787.21
1790,96154.23
1791,178163.39
1792,145415.09
1793,150371.61
1794,141672.52
1795,135381.07
1796,132328.87
1797,111084.2
1798,123632.77
1799,107066.43
1800,128950.55
1801,126625.47
1802,138313.45
1803,147034.17
1804,141661.63
1805,136857.04
1806,116363.33
1807,135550.1
1808,120795.72
1809,117691.92
1810,142477.35
1811,100045.48
1812,106542.94
1813,121236.81
1814,93255.38
1815,64974.64
1816,98862.77
1817,126117.24
1818,133932.05
1819,114392.14
1820,85080.9
1821,114975.91
1822,143013.4
1823,67298.92
1824,122660.57
1825,134848.71
1826,105856.7
1827,108849.37
1828,132606.1
1829,116408.06
1830,132373.83
1831,149023.83
1832,116437.12
1833,143666.77
1834,126736.79
1835,145322.9
1836,122410.62
1837,100478.13
1838,130952.84
1839,91260.36
1840,160795.25
1841,138258.23
1842,94577.63
1843,143503.38
1844,137814.2
1845,140234.25
1846,153261.72
1847,155729.64
1848,61819.06
1849,121564.56
1850,124329.33
1851,151767.02
1852,122737.24
1853,140667.72
1854,164689.99
1855,158251.75
1856,219479.62
1857,165702.69
1858,137995.14
1859,120124.58
1860,150138.55
1861,119893.91
1862,280089.07
1863,274507.38
1864,274507.38
1865,322071.81
1866,315571.47
1867,232882.38
1868,289429.75
1869,202696.94
1870,232931.2
1871,242353.21
1872,176421.6
1873,222657.75
1874,138465.91
1875,197574.07
1876,198276.62
1877,216082.12
1878,210588.16
1879,131817.1
1880,133901.33
1881,245102.56
1882,253572.23
1883,198510.44
1884,212877.96
1885,248716.72
1886,283696.99
1887,209124.34
1888,268790.51
1889,173952.3
1890,133585.34
1891,143588.45
1892,112468.12
1893,134837.34
1894,128453.15
1895,145380.66
1896,124761.84
1897,123847.01
1898,109157.55
1899,134356.54
1900,124330.0
1901,159335.2
1902,143008.7
1903,200832.22
1904,132411.07
1905,173822.68
1906,144033.28
1907,190966.95
1908,115226.51
1909,136615.08
1910,125322.22
1911,193030.96
1912,263383.86
1913,142090.21
1914,73728.39
1915,319617.16
1916,78343.14
1917,250811.82
1918,136117.55
1919,162894.8
1920,163255.47
1921,400100.21
1922,320919.29
1923,193758.8
1924,223596.21
1925,222763.14
1926,368134.84
1927,136191.97
1928,159360.36
1929,121234.69
1930,139066.06
1931,140151.9
1932,137402.81
1933,170207.84
1934,176962.89
1935,177255.28
1936,186013.62
1937,180583.93
1938,172951.9
1939,247381.25
1940,190486.07
1941,178529.12
1942,188499.74
1943,190949.59
1944,317815.54
1945,348702.76
1946,155431.98
1947,294953.0
1948,162863.86
1949,238419.02
1950,176050.9
1951,249063.29
1952,222234.32
1953,164078.58
1954,192272.5
1955,130812.35
1956,258217.15
1957,156541.16
1958,300975.9
1959,145582.07
1960,117347.63
1961,118942.66
1962,97465.34
1963,101816.03
1964,114536.18
1965,147321.02
1966,145716.04
1967,296346.06
1968,399902.54
1969,381821.73
1970,411253.56
1971,396846.48
1972,353312.32
1973,265325.23
1974,314617.56
1975,398067.56
1976,276888.47
1977,360435.26
1978,346591.65
1979,321015.01
1980,198432.66
1981,339399.37
1982,230645.95
1983,213488.65
1984,170557.75
1985,217780.29
1986,226842.33
1987,178458.28
1988,180261.41
1989,189787.9
1990,219204.36
1991,216846.12
1992,213660.95
1993,174927.38
1994,231249.68
1995,185058.77
1996,259164.97
1997,299004.51
1998,326044.22
1999,257266.7
2000,289396.36
2001,277786.43
2002,242689.31
2003,249413.27
2004,272236.29
2005,224881.97
2006,224503.4
2007,252016.46
2008,204739.1
2009,195055.05
2010,193545.56
2011,139654.91
2012,182213.34
2013,181237.48
2014,191267.6
2015,196936.92
2016,197508.79
2017,201433.96
2018,127906.79
2019,125224.17
2020,111250.99
2021,109626.17
2022,174259.05
2023,144644.09
2024,234894.72
2025,323604.9
2026,179513.95
2027,155910.52
2028,152426.29
2029,170124.8
2030,264715.13
2031,221928.88
2032,241503.69
2033,251724.32
2034,162989.44
2035,204187.69
2036,178547.08
2037,181836.16
2038,274082.25
2039,202920.34
2040,299814.14
2041,260955.87
2042,202015.42
2043,163100.82
2044,164574.55
2045,203162.5
2046,134467.39
2047,147373.5
2048,131870.94
2049,138527.59
2050,172194.34
2051,112260.02
2052,134282.71
2053,144300.91
2054,84536.81
2055,156319.43
2056,134418.97
2057,128943.52
2058,213583.94
2059,143060.81
2060,158275.79
2061,167794.03
2062,136625.47
2063,112955.04
2064,136752.11
2065,113568.7
2066,167953.57
2067,140880.94
2068,137009.27
2069,85208.03
2070,101176.51
2071,97348.54
2072,133564.33
2073,139267.8
2074,170179.73
2075,142210.52
2076,115954.75
2077,145376.04
2078,130526.83
2079,130316.88
2080,116492.13
2081,123288.75
2082,124656.67
2083,137806.34
2084,105181.7
2085,128961.74
2086,116370.5
2087,122506.01
2088,101717.42
2089,93569.8
2090,130510.55
2091,124878.54
2092,127719.21
2093,125432.1
2094,114609.55
2095,146614.36
2096,85980.0
2097,96788.18
2098,141782.14
2099,56061.82
2100,119230.61
2101,123862.22
2102,131804.99
2103,107935.0
2104,137373.97
2105,117602.25
2106,82046.73
2107,200093.43
2108,117325.32
2109,115841.71
2110,129992.53
2111,146853.63
2112,139198.4
2113,115188.81
2114,111835.01
2115,151046.57
2116,116956.69
2117,142841.11
2118,128144.95
2119,106489.21
2120,112063.88
2121,97052.96
2122,100369.1
2123,88394.04
2124,171656.59
2125,133176.83
2126,155701.59
2127,145956.57
2128,123505.5
2129,102923.01
2130,141171.39
2131,142276.57
2132,118105.73
2133,122658.82
2134,122242.18
2135,105461.38
2136,89084.26
2137,109510.18
2138,136305.43
2139,148262.48
2140,136643.16
2141,142227.92
2142,135421.15
2143,140489.92
2144,123769.85
2145,134120.71
2146,150984.45
2147,164462.04
2148,125900.24
2149,137251.85
2150,204165.6
2151,111328.38
2152,159578.07
2153,147426.96
2154,99959.51
2155,125906.9
2156,240299.88
2157,233277.06
2158,231470.79
2159,213854.0
2160,177467.26
2161,244298.92
2162,346666.06
2163,338839.51
2164,253703.76
2165,177175.66
2166,143589.35
2167,207513.08
2168,206649.95
2169,195150.68
2170,219892.62
2171,147811.27
2172,131066.83
2173,160016.43
2174,237698.34
2175,280178.5
2176,317418.82
2177,248597.99
2178,215566.56
2179,146337.74
2180,212629.4
2181,190329.58
2182,221513.14
2183,196773.69
2184,130026.99
2185,133061.59
2186,139954.81
2187,151734.82
2188,150959.99
2189,188962.51
2190,86030.7
2191,89879.51
2192,93317.14
2193,99683.81
2194,102415.14
2195,117194.6
2196,102741.42
2197,113343.94
2198,145027.43
2199,156054.55
2200,125227.86
2201,132116.64
2202,169228.29
2203,158888.14
2204,169045.12
2205,117453.85
2206,126105.34
2207,182530.85
2208,215837.5
2209,184047.82
2210,118916.36
2211,113858.75
2212,109121.79
2213,101480.25
2214,137016.79
2215,107027.93
2216,147517.25
2217,72869.6
2218,86546.36
2219,77285.23
2220,85457.85
2221,319272.48
2222,258926.81
2223,283599.47
2224,219226.66
2225,136751.45
2226,181083.12
2227,201442.65
2228,276063.78
2229,236318.16
2230,161916.59
2231,213874.22
2232,179179.08
2233,181393.09
2234,253515.11
2235,225448.94
2236,276896.81
2237,346939.19
2238,211552.81
2239,123561.05
2240,162212.48
2241,149728.69
2242,134671.53
2243,128715.45
2244,99581.28
2245,98122.01
2246,141420.7
2247,103054.17
2248,122493.74
2249,125160.41
2250,132933.79
2251,133425.29
2252,169298.09
2253,163089.89
2254,177358.87
2255,187251.78
2256,182696.57
2257,195875.82
2258,171968.75
2259,178302.74
2260,152621.81
2261,180203.0
2262,198080.52
2263,334850.76
2264,410013.89
2265,161878.51
2266,265484.41
2267,337421.46
2268,369554.02
2269,153892.63
2270,181820.53
2271,221408.29
2272,201207.86
2273,166160.63
2274,171421.89
2275,160592.5
2276,172700.88
2277,168429.9
2278,148591.05
2279,126638.61
2280,116931.2
2281,182544.78
2282,193526.44
2283,98510.32
2284,113558.43
2285,138421.42
2286,128675.38
2287,343712.62
2288,283648.07
2289,352560.06
2290,415744.73
2291,323709.76
2292,399158.82
2293,453799.85
2294,376924.62
2295,426321.0
2296,264402.59
2297,307432.57
2298,331523.99
2299,366584.47
2300,317455.22
2301,279794.85
2302,244834.29
2303,246276.51
2304,244631.95
2305,191570.08
2306,193102.61
2307,193165.15
2308,218431.37
2309,273622.24
2310,216772.38
2311,202640.96
2312,173278.8
2313,176752.08
2314,178333.21
2315,176587.67
2316,192091.03
2317,182947.0
2318,177604.55
2319,176752.45
2320,180538.3
2321,248233.49
2322,168130.92
2323,179730.3
2324,177479.26
2325,214061.26
2326,171487.87
2327,213445.79
2328,219760.41
2329,181645.44
2330,178700.9
2331,334404.7
2332,346857.49
2333,304942.4
2334,260606.33
2335,258982.68
2336,314674.93
2337,196795.05
2338,268373.13
2339,227722.45
2340,387799.15
2341,215687.21
2342,229763.64
2343,220364.88
2344,235162.66
2345,241482.58
2346,213190.87
2347,200093.62
2348,232813.98
2349,167753.03
2350,287936.74
2351,258344.55
2352,258762.23
2353,258803.03
2354,135260.22
2355,145444.54
2356,152039.44
2357,205501.83
2358,202130.68
2359,124695.06
2360,119396.89
2361,136841.12
2362,259910.65
2363,141024.61
2364,154712.85
2365,213919.9
2366,189016.31
2367,222930.83
2368,205927.96
2369,224187.29
2370,171746.34
2371,168030.16
2372,186058.05
2373,238577.17
2374,275769.24
2375,237809.96
2376,259679.11
2377,296752.91
2378,140883.15
2379,180643.72
2380,144121.53
2381,158173.66
2382,191963.31
2383,206759.76
2384,234511.29
2385,155764.91
2386,142436.96
2387,135631.37
2388,105605.29
2389,130848.7
2390,145242.9
2391,130797.95
2392,111336.92
2393,157821.07
2394,145294.09
2395,186613.48
2396,146143.28
2397,195956.64
2398,125588.9
2399,61251.78
2400,58996.83
2401,110843.66
2402,135270.98
2403,136439.87
2404,153888.08
2405,160080.4
2406,135358.75
2407,130217.26
2408,138387.62
2409,136778.22
2410,158650.71
2411,124166.41
2412,151836.5
2413,134736.05
2414,136549.41
2415,132494.17
2416,120833.25
2417,124658.18
2418,121321.48
2419,130687.39
2420,125561.71
2421,145154.21
2422,119858.73
2423,122717.35
2424,152640.92
2425,198511.73
2426,128037.05
2427,131888.99
2428,161993.32
2429,113282.48
2430,129819.5
2431,131051.9
2432,136280.13
2433,139434.23
2434,142226.87
2435,147953.52
2436,110563.89
2437,112508.15
2438,127891.81
2439,115120.49
2440,119559.65
2441,94867.67
2442,103260.01
2443,117518.92
2444,128359.69
2445,82697.5
2446,121997.72
2447,180520.97
2448,143894.37
2449,104761.15
2450,144636.21
2451,128951.4
2452,192306.12
2453,103010.84
2454,129477.53
2455,109289.3
2456,126678.53
2457,119615.23
2458,114638.69
2459,109391.21
2460,137948.3
2461,116153.2
2462,128984.44
2463,114692.67
2464,159897.07
2465,131100.82
2466,112815.26
2467,135836.2
2468,88193.16
2469,90330.17
2470,176585.85
2471,185135.32
2472,165074.93
2473,120333.86
2474,110404.61
2475,196458.26
2476,100239.74
2477,131012.73
2478,160283.43
2479,123879.63
2480,141080.11
2481,135696.8
2482,131523.08
2483,120810.18
2484,124567.97
2485,124085.82
2486,152496.59
2487,190288.1
2488,138283.53
2489,154403.5
2490,147172.39
2491,88450.53
2492,182689.31
2493,148495.84
2494,157708.94
2495,96287.84
2496,218914.4
2497,145367.18
2498,114479.72
2499,91201.12
2500,132843.27
2501,128770.79
2502,130267.56
2503,100876.59
2504,183633.7
2505,219637.37
2506,254714.33
2507,301579.84
2508,256701.83
2509,220674.86
2510,222443.39
2511,186122.44
2512,216446.04
2513,224895.8
2514,214630.39
2515,147166.4
2516,170761.6
2517,134545.88
2518,143847.17
2519,225317.63
2520,209742.82
2521,195615.36
2522,223983.57
2523,131632.54
2524,137167.12
2525,140859.97
2526,138996.89
2527,128508.24
2528,126590.67
2529,133279.06
2530,113833.96
2531,247570.88
2532,228432.22
2533,203257.87
2534,235989.86
2535,284123.01
2536,231079.3
2537,218566.19
2538,185295.91
2539,186797.35
2540,181697.49
2541,181499.25
2542,169954.8
2543,129809.05
2544,119640.2
2545,129331.68
2546,139985.11
2547,135752.91
2548,154225.05
2549,161776.66
2550,274485.14
2551,147319.05
2552,124838.75
2553,87520.89
2554,106210.8
2555,109578.96
2556,106704.41
2557,113962.32
2558,143416.14
2559,128806.71
2560,126555.35
2561,118332.58
2562,114986.19
2563,133205.96
2564,165836.19
2565,137294.96
2566,154110.67
2567,129612.16
2568,183992.96
2569,184033.85
2570,118623.95
2571,182583.42
2572,156285.54
2573,214027.92
2574,256786.96
2575,123861.58
2576,119717.32
2577,146631.14
2578,96862.66
2579,86388.48
2580,128711.71
2581,123841.69
2582,114359.0
2583,266024.77
2584,167591.67
2585,193284.98
2586,214709.53
2587,193732.06
2588,136179.76
2589,143414.76
2590,215361.82
2591,191655.8
2592,223977.94
2593,257608.24
2594,171055.55
2595,196822.93
2596,313586.03
2597,201092.3
2598,260787.12
2599,334016.07
2600,148093.08
2601,145079.8
2602,89072.12
2603,95431.78
2604,87532.38
2605,87479.21
2606,151481.53
2607,176173.26
2608,195663.91
2609,155464.4
2610,106948.07
2611,136515.28
2612,148757.52
2613,130117.26
2614,126889.91
2615,148769.45
2616,137983.23
2617,169149.65
2618,180033.83
2619,203241.67
2620,179388.16
2621,184685.34
2622,192107.34
2623,241118.9
2624,283615.71
2625,290454.44
2626,167791.58
2627,168622.07
2628,397860.07
2629,441479.55
2630,331081.21
2631,427079.88
2632,391298.83
2633,292773.29
2634,362544.01
2635,153978.65
2636,186578.31
2637,169861.57
2638,249781.96
2639,180371.58
2640,150169.0
2641,114926.23
2642,203393.95
2643,105558.25
2644,139664.08
2645,100544.05
2646,97617.58
2647,99910.55
2648,142887.99
2649,142537.2
2650,133440.61
2651,151573.86
2652,408356.39
2653,257370.6
2654,274039.98
2655,369939.64
2656,314056.0
2657,311903.24
2658,280466.68
2659,294474.5
2660,328626.64
2661,349234.68
2662,355649.11
2663,273075.97
2664,267490.82
2665,315561.62
2666,283358.66
2667,170487.44
2668,181223.64
2669,179644.51
2670,276516.9
2671,182530.55
2672,184848.51
2673,209189.68
2674,208435.05
2675,168161.97
2676,189924.66
2677,194734.94
2678,253403.84
2679,276603.94
2680,279023.6
2681,356335.45
2682,309676.55
2683,490721.56
2684,298534.64
2685,323341.2
2686,262247.25
2687,317790.75
2688,225007.65
2689,202733.28
2690,440359.77
2691,194732.41
2692,133276.9
2693,202297.94
2694,138030.84
2695,196511.85
2696,186735.77
2697,202310.43
2698,202510.8
2699,184354.43
2700,168868.88
2701,165974.4
2702,123101.51
2703,140776.27
2704,141342.11
2705,124693.78
2706,115739.99
2707,126086.75
2708,133360.03
2709,98444.17
2710,127426.25
2711,268428.36
2712,347115.91
2713,173664.71
2714,150444.86
2715,168068.94
2716,156638.8
2717,184086.19
2718,228689.17
2719,157342.74
2720,161974.8
2721,143518.83
2722,159329.26
2723,150898.17
2724,131450.06
2725,135121.67
2726,141824.8
2727,171164.64
2728,163273.3
2729,152869.65
2730,141243.79
2731,117648.57
2732,116524.79
2733,157677.32
2734,146244.81
2735,130904.94
2736,141753.83
2737,123038.41
2738,137613.58
2739,161102.64
2740,133369.74
2741,148487.55
2742,154376.39
2743,150576.2
2744,150003.3
2745,136269.21
2746,132520.01
2747,140953.23
2748,124645.19
2749,131959.36
2750,131034.49
2751,129927.45
2752,199082.54
2753,153339.45
2754,213309.25
2755,124137.33
2756,98380.99
2757,82337.25
2758,88655.36
2759,146443.61
2760,130325.73
2761,145702.6
2762,144664.28
2763,181696.36
2764,155711.37
2765,239043.17
2766,133468.02
2767,91782.7
2768,127664.44
2769,136762.21
2770,143955.04
2771,117667.33
2772,119019.95
2773,145824.62
2774,127640.51
2775,125839.68
2776,139022.93
2777,141687.73
2778,101101.89
2779,126112.13
2780,103838.14
2781,101166.52
2782,102567.6
2783,101681.12
2784,126166.65
2785,133533.05
2786,79412.08
2787,115184.96
2788,94785.19
2789,167244.82
2790,82795.19
2791,119206.01
2792,77785.2
2793,153743.59
2794,105986.4
2795,116873.73
2796,100570.87
2797,173627.74
2798,111920.03
2799,114712.06
2800,74897.25
2801,109981.11
2802,129126.28
2803,150061.74
2804,137598.67
2805,97115.99
2806,100578.16
2807,146025.12
2808,148154.13
2809,128140.33
2810,132988.48
2811,154644.86
2812,141693.19
2813,165989.82
2814,160069.32
2815,97529.22
2816,222493.25
2817,143864.57
2818,127414.76
2819,166671.12
2820,144003.31
2821,109228.07
2822,164146.22
2823,241171.56
2824,179790.38
2825,153108.09
2826,130222.79
2827,140431.42
2828,228007.71
2829,192569.08
2830,231281.5
2831,189017.24
2832,237025.12
2833,290722.0
2834,220211.09
2835,217350.3
2836,197667.8
2837,162822.45
2838,144442.3
2839,182611.66
2840,189081.22
2841,204450.95
2842,228052.16
2843,143260.26
2844,153621.16
2845,120592.97
2846,213460.73
2847,200968.48
2848,203750.14
2849,215675.63
2850,273609.07
2851,229550.93
2852,230914.35
2853,238595.85
2854,141517.27
2855,209313.11
2856,211124.8
2857,187886.04
2858,199411.93
2859,128036.96
2860,126749.62
2861,136886.71
2862,198777.78
2863,118421.56
2864,254966.14
2865,143516.68
2866,134644.57
2867,92048.22
2868,118149.06
2869,115118.07
2870,150854.96
2871,96609.25
2872,63087.48
2873,95497.01
2874,134599.09
2875,111035.14
2876,149953.53
2877,132486.69
2878,152850.8
2879,136560.26
2880,106535.03
2881,147439.09
2882,152329.94
2883,174199.96
2884,173732.82
2885,171493.33
2886,186848.04
2887,98507.18
2888,124488.37
2889,67326.69
2890,85993.37
2891,135069.89
2892,66452.15
2893,94042.81
2894,66732.64
2895,301310.95
2896,279480.65
2897,195652.89
2898,149135.21
2899,220702.72
2900,154651.64
2901,182663.48
2902,188096.46
2903,350686.6
2904,338733.89
2905,115738.05
2906,207913.54
2907,116481.24
2908,126960.16
2909,146878.35
2910,81996.12
2911,88941.5
2912,151889.93
2913,88413.52
2914,85419.58
2915,83963.04
2916,87563.92
2917,154538.51
2918,114131.0
2919,227453.98
